Id,Score,Text
4979,2,i received these in bad condition most of them were broken but the ones that werent had holes in them they were so weak that they would tear when you tried to roll them i would try three ladies brand they are a way higher quality
4980,4,i was a little worried about the other reviews that said their wrappers were broken  i wonder if they were pushing the wrappers they suggested both suggested the same wrappers hmmm however the wrappers arrived intact  in fact we took two packages camping and the left overs made it home without damage  i detected no difference from the rice wrappers we buy locally at an asian market  buying in bulk saved lots of   there were a couple of wrappers  out of dozens that had a few tiny air bubble holes in them  it didnt affect the taste or function  that is the reason for  stars instead of   we werent wrapping anything that was really drippy so it wasnt a problem  we will definitely order again  shipping was rapid  a great buying experience
4981,1,i purchase banh trang spring rolls skin frequently to prepare a tasty batch of fresh spring rolls but recently i got a container with black spots mixed into the skin  i tried to rinse them off when they were soaking but it didnt work and had to be thrown away  at the bottom of the container  skins had what looked to be tiny ants embedded within the skin  at that point i decided not to have fresh spring rolls at all until i purchased a fresh batch of a different brand  when trying to find the company on the internet to write them directly i was unable locate their company webpage although there were many references to the co name bahn trang
4982,1,i bought this brand and it was just horrible amazon needs to source and offer  ladies brand wrappers as they are just superior to anything out on the market today
4983,5,these are beautiful smooth spring roll wrappers and on the package label there is a sticker on each one that reads new technology so im figuring by the bad reviews that this company changed the way they manufacture their spring roll wrappers and have probably upped their quality control as well i was nervous about ordering these by the bad reviews but im glad i took a chance because these are a bargain compared to some of the other brandsbr br will definitely order these again
4984,3,the wrappers are good but it would have been easier if the filling was already in them  the fact that it wasnt meant i had to lookbr up what goes into a wrapper and buy water chestnuts bamboo shoots and bean sprouts to help me make up my own filling  thebr wrappers are good but more work than heating up a frozen appetizer
4985,5,im not the best cook but i like to try new things to make my diet healthier  i confess that i love ramen noodles and this product helps me cut the salt content  the flavor packet that comes in ramen noodles usually has between  grams of sodium per serving  servings in the packeti eat the whole thing so thats a lot of salt  this miso contains  grams sodium per tablespoon  i add a table spoon to my ramen then just a light sprinkle of original flavor packet cutting the salt almost in half while still adding a nice savory flavor  i also add a handful of frozen peas but i like to keep it simple  im sure there are many other recipes and uses to be found out there so enjoy
4986,5,we are regular customers for the delicious coffee and purchase the decafe french roast also it makes a single fresh cup at a time in our flavia coffee maker
4987,5,in my area one cannot find cinnamon mentos  i am so happy i was able to find this flavor  i just love this product
4988,5,this product is my wifes favorite  kids love it too  would suggest it if you like cinnamon  i would buy this again
4989,5,this is really good green tea without bitterness or the orange discoloration which is a sign of old green tea stay away from the big brands like lipton twinnings and bigelow they do well with black tea but not greenbr br for green tea go with this uncle lees or tazo youll never be able to go back to the others which will taste like swill from a polluted riverbr br this is real green tea and its not expensive recommendedbr br sincerelybr br rusk reeder
4990,5,dynasty brand green tea is the best green tea ive ever tasted  it never tastes stale unlike brands ive bought in grocery stores  this is because each tea bag is packed in a sealed envelope with a metallic lining  the metal apparently keeps out moisture
4991,5,they are awesome to snack on  they have a little kick to them but thats the best part  they help me with my cravings for sweets
4992,5,reeds crystallized ginger is the real deal its natural and basically just ginger with sugar  piece takes care of my candy cravings and aids my digestion of lunch etc
4993,2,i have one cat who cannot tolerate this particular fancy feast salmon product it is only the shredded one that gets her but get it doesbr everytime she eats it she throws it up all over everywhere my shoes the white rug and gratefully the tilebr br she ate this for several years with occasional upsets but now it is every time no more for this family i realize that this occurs on an individual basis usuallybr br but i also have one younger kitty who is at the occasional upset stage so if you have a kitty with a tender tummy i would avoid this
4994,5,try these first for all your seafood soups and stews  theyre just amazing the flavor enhances all your seafood and just makes it wonderful  plus these are great just to snack on out of the bag  kids love them  we use them for chilis soups and recipes as well  highly recommend
4995,5,if you are on the paleocavemanprimalhuntergatherer diet you will adore these cookiesbr otherwise stay away your taste buds arent attuned to the uniquely sweet natural cookies end of story paleo purchase sad standard american diet skip it
4996,2,i really wanted to like thesebr br first off these cookies are about the size of a half dollar and arent that thick and they are more like fudge that cookies look at the ingredients they are nut flour held together with honey they need some egg or something they are gooey and sticky they are extremely sweet and pack a whopping g carbs each and yes that is not counting the fiberbr br im sorry i appreciate the effort guys but in my option these are a novetly they are too expensive and too nonfunctional to be a serious part of your regular diet
4997,1,i was not impressed with these cookies when i tried them when they first came out and the company had only one flavor i did not care for them but i knew that something more satisfying could be had because id tried othersbr br i have found many great paleo cookie recipes on web sites and in paleo cookbooks that i love and they my friends cooking students and neighbors have really enjoyed if youre looking for rock your taste buds paleo cookies i suggest you check out the recipes for chocolate chip cookies and other flavors of cookies made from blanched almond flour found in the gluten free almond flour cookbook make it paleo and on elana amsterdams web site
4998,3,the cookies came sealed and seem to be high quality in there ingredients  the only thing is they just dont taste that good my girlfriend and i thought these might be a good dessertlike option while doing the paleo diet but after trying one of each kind over a couple days we just dont find ourselves going back for more  i would much rather not have a dessert and really check that box on a cheat day than being left wanting more after eating these  if you have a true gluten allergy maybe this is a good option for you but im not a believer
4999,4,these taste very good but arent like the best things ever either in order of my preference gross to good with explanation the rainforest flavor one is my least favorites i dont recommend this particular flavor has a weird cayenne pepper aftertaste to it dont get me wrong i love cayenne but not in a cookie the tropical one tastes as if corn bread was turned into a cookie version not a bad taste really good actually the original is very great i forgot the taste though but i remember liking it alpine in my opinion is the best  it tastes like a european type of christmas cookie it has a chocolaty carob taste to it but not overlysweet
5000,5,i love these cookies i am on the paleo diet right now and these cookies are what i look forward too i do like the taste of the tropical one the best they all have different taste but if you want something that is grain free and gluten free then this is the right place i expected the taste to be different and it is other reviewers seem to expect them to taste like oreos or chips ahoy of course notbr br when i eat them i dont even feel bad about it because my body welcomes them they dont make me crash either and feel like i ate junk food it is a good indicator that these were made from all natural ingredients i wish i had these cookies close to me id buy them every single day
5001,5,i thought id try the multipack to see which flavor i liked the best but i like them all they are healthy fulfilling and all good ingredients i can actually pronounce these are the smaller packs and now i can proceed to ordering the larger bags love these cookies
5002,5,i just started the paleo diet and i love it lost  lbs in like a week anyway i was so glad to find out there are paleo cookies out there and thank goddess theyre good i loved the original and when they sent me them i got a sample of tropical and i loved that too so i ordered the tropical and got a sample of rainforest at first theyre good but if you read the ingredients ull see there is cayenne pepper in it and im really sensitive to hot spices and i could sooo feel it on my tong it was like an after taste but if u enjoy a little fire with ur sweet ull like rainforest flavor really wanna try the alpine flavored ones theyre a lot darker in color so it should be interesting  good job caveman bakery i love you
5003,1,ive been paleo for six months as has my partner we both found these inedible all four kinds which by the way taste nearly the samebr br im not sure what it is about them either it seems like they would be good from the ingredients but something about the combination of flavors just does not taste good i kept trying them again hoping that they would grow on me they sure didnt we finally tossed thembr br so i would advise getting just one from a local coop or something before you buy a whole bunch online i sure which i had
5004,4,i bought a  sampler pack from the caveman bakery website its not exactly like a cookie consistency however the texture and chewiness of the cookie i like they kind of remind me of like those natural nut and fruit bars like kind or something of the ones ive tried alpine and tropical are my favorites mainly because alpine has hazelnut and tropical has a coconut taste in it the least favorite that ive tried is either the rainforest it has a strong taste of ginger and im not a fan of ginger the other ones are pretty good too however i didnt realize that these cookies were so small but i guess based on the big portions of todays society this is a normal portionbr br overall its good would i buy again maybe if i was on a strict glutenfree diet
5005,1,formula itself is great works wonders for a baby that spits up but wtf why is it so expensive here  for  oz cans thats  for a oz can when you can buy a oz can at any store for less than  almost double the pricei dont get it
5006,5,with all of the choices of things to drink this is an excellent one it tastes great most of our choices are either loaded with sugar or carbonated  even milk is sugardense this drink is good for blood pressure and cholesterol it is an excellent thirstquencher so much better for the hot summer months than sugary lemonade it does however acidify the ph i am supposed to be alkalizing my diet so i cant drink a lot of this br br from the time i was a small child my mother was an advocate of apple cider vinegar and honey for health hippocrates would have been happy to discover bragg organic apple cider vinegar all natural drink concord grape acai  try it and drink to good health
5007,4,this may not be the best tasting thing i have ever drank but man do i feel instant results after drinking some i would best describe the effects as very close to the good feeling you experience when you drink coffee i notice that my circulation feels fantastic like my whole body is warm a very healthy dose of energy and i dont notice any jitteryness like coffee or energy drinks give you  the only reason i didnt rate it  start is because a oz bottle is  which i think is a little steep but for the great feeling i get when i drink some i would highly recommend it to anyone else who wants to feel a boost of energy as well as a general sense of well being
5008,4,let me preface this by saying i purchased it at a local health food store for about a dollar less i was pleasantly surprised with this drink it tastes great but definitely a little tangy what i loved about this was how great i felt after drinking it i felt awake and focused and just overall really good i will definitely be buying more
5009,2,i love using generous amounts of vinegar on sandwiches salads etc but this drink was so vinegary that i got a bit of a tummy ache  it tasted closer to salad dressing than it did a drink  i tried really hard to like it but no go
5010,5,i bought this drink locally and i have to tell you they got it just right if you are like me and you like the flavor of vinegar this drink will not disappoint if you also like the flavor of grape the mixture was done perfectly no stinging taste its sort of mellow yet has that flavor of vinegar you are looking for i am highly impressed with it i went back today and bought  more bottle of it at the local coop braggs is a highly regarded apple cider vinegar so to have that kind of base to start with means alot i can pretty much promise you that you will not be disappointed if you buy it they have a couple other flavors which i will eventually try but this one has me hooked hehe 
5011,5,this is the best ever  just add hot water and mix  yummy with anything can even add to cream sauces and soups  add some sausage and you are in heaven  yummy yum  cannot go wrong ordering this product
5012,5,a hrefhttpwwwamazoncomgpproductbkoumpioneer brand gravy mix country ounce packets pack of abr br i had this gravy  at the breakfast buffet in the motel in branson mobr very good the waitress told me the name so i looked it up on the internet and found it at amazon  i give it the excellent rating
5013,5,we use these for our daughter for a few reasons one they are healthier than other cereal bars on the market whole grain two they have yogurt incorporated into the bar three the are thick and do not easily crumble since our daughter starting eating them when she was about  not having to clean up after shes eaten them is a big plusbr br plus they are super yummy for adults toobr br they are more expensive than others on the market esp since i can get nutrigrain bars in bulk at a discount but they are worth it makes our life easier and they dont have a ton of added sugars
5014,5,these are really excellent breakfast bars note to the previous reviewer the nutrigrain bars last i checked had artificial color in them these dont they also taste very good this is our third order through amazon great price and my daughter misses them when were out
5015,5,the flavor of the fruit enclosed is outstandingbluberry and if there is  a drawback it is that the blanket that encloses the fruit is a bit thick unlike this companys fig bars and pastry texturedflavored with cane  syrupnot fruit juice cal per barand low in fat and the carbs not too bad considering the great taste
5016,5,i keep a box of these in my desk at work  they make a wonderful snack or are great if i didnt have time for breakfast
5017,5,my boys have been eating these for over  years now recently the box has been redesigned i like it and its much easier to open now it used to have sharp edges and made it easy to get paper cuts it seems the recipe has changed for the bar its softer than what it used to be the boys still like it they eat only this all day long if i let them
5018,1,i bought these bars for several years at my local cooperative grocery store and ate them dailythey are tasty however the price increased nearly  during that time and i noticed that although the individual wrappers within the box remained the same size the bar within the wrapper decreased when i stopped buying these the actual bar was only half the size of the wrapper thats deceptive packaging so i refuse to buy these any more i suspect that other shoppers likewise complained because last month the store where i bought these stopped carrying them
5019,5,whole family likes these  tasty but not over sweet  much more healthy for you than most bars  excellentprice through amazon on the repeating order subscription
5020,3,barbaras yogurt bars are okay  i found the whole grain bar very dry and there really isnt much blueberry or for that matter apple flavors  on the positive side the bar is a soft chew  total carbs g  its an okay bar in the glut of cereal bars to choose from at the grocery store
5021,5,my son has been eating these for the last two years and loves them  i love them because they have yogurt in them and for a picky eater provides some good nutrition  wish they were organic but we cant have them all  much healthier than nutragrain
5022,1,this product was a big disappointment  the picture on the box is misleading  these bars arent chunky the dough isnt flaky more like cardboardy they arent filled with pieces of fruit and if you didnt read the label which claims about  items down the ingredient list that yogurt powder is added you wouldnt have any idea you were eating yogurt at all  the bars probably contain msgs with all of the natural flavorings etc  whatever calcium and other vitamins might be present have probably been added in what the ingredients list calls a vitamin blend  theres too little food in the bar to give you much nutrition anyway  the experience is very much like eating a long thin fig bar  only not as tasty  the fig bars i buy at my neighborhood grocery contain sugar but also real fruit whole wheat no msgs and no trans fats id rather eat one of them i wont be purchasing this product again
5023,2,these arent as good as other bars of this type my kids wont eat them nor will my husband they are all fond of the nutrigrain variety but i thought these would be a healthier alternative
5024,4,good product good price  fast shipping  needs an insert in lid to seal container better
5025,1,looked like a good deal so i ordered the ground fennel as well as  other spices and seasonings from this company but was disappointed with them all zero flavor not even the fragrance of the right herbs or spices when loosely sealed containers were opened the dill smelled like dried musty grass and the onion even worse ended up throwing them all awaysave your money do not buy this product
5026,5,i couldnt find this product in the store  i love the size and the price was just right  love the promptness of the delivery
5027,5,as an avid rice cracker fan ive tried a lot of different varieties and this is the best as far as taste and availability goes obviously some of the best are in the japanese grocery stores but at least in my case theyre out of the way most of the timebr br the crackers themselves are savory and crunchyexactly what i look for in this snack and this particular mix is nothing but crackersbr thanks to these ive stopped trying out the regular grocery store imitations
5028,5,our corgi loves all sizes shapes and flavors of dingo bone treats  the other reviewer commented on the vendor weve never got a bad dingo yet  highly recommended
5029,1,when i received this product it was old and dried out  dingo makes a good product  i buy them all the time and my dog loves them but this supplier should pay more attention to what they ship
5030,1,most of the nuts in these bags were so old they had turned black totally worthless will never order again
5031,1,i did not even receive the correct product what i received were raw unshelled peanuts but had no option to return them becuase amazon does not allow this i attempted to contact but got no reply do not buy from here
5032,3,a hrefhttpwwwamazoncomgpproductbeobccroyal oak  gourmet virginia raw in shell peanuts  pound bags pack of abr br ill appreciate your speedy deliver of my package however you sent me raw peanuts without the shell  this item is going into a gift basket for my pastor because he love raw peanuts in a shell  i dont have time to returned them for the requested product you have always been prompt with my orders in the past and i really do appreciate  this is the first time you sent me an incorrect product  ill make it work
5033,1,i would agree with the other poor ratings for royal oak  very poor customer service from royal oak we ordered this year the exact same product as last year when it arrived the nuts were not the same product and they would not refund or pay shipping for the return also they only operate the few weeks that peanuts are in season otherwise emails and phone calls are not even acknowledged
5034,5,i recommand this product my childrens  and  love it pouches as very usefull especially for breaksbr to choose enjoy
5035,5,ive tried many different brands of virginia peanuts but these are far and away the best ive turned my entire family on to this brand and theyve ordered them also theyre superb
5036,5,first of all there are two kinds of paprika  sweet and hot  both are delicious but the szeged sweet paprika is more versatile than the hot kind which is also awesome i have been using this spice for years and the hungarian type is consistently better than any other typebrand  use this on meat veggies cassaroles salad baked bries quiches egg dishes shrimp pretty much anything  i use this in soup all winter long especially with gulyas levas this is a traditional hungarian soup though it is often confused with goulash and czipetkebr br this product is the large restaurant size which is the only size to have if you do any amount of cooking because once you try this you will love its versatility
5037,5,i was so pleased with this purchase a great value since i got them on a monthly sale i love to have these on hand for they come into play so nicely in so many recipes always a joy to have a good crunch in some recipes one of my favorite ways to use this larger can is to wrap a piece of bacon around them and secure with a toothpick then i dip them in a apricot ginger marinade and put in the oven until the bacon is crisp my family loves an appetizer dinner once in a while and this is one of their favorites be mindful that this is a larger can so have a couple of recipes in mind for them when opening although they do stay fresh in the frig for a while
5038,5,not only is the sweetener great in coffee or ice tea it makes a slammin skinny margarita  also try their agava simple syrup  love it
5039,5,i adore using this very vanilla bean paste especially for my cream pies and ice cream why its like adding a touch of heaven but without any of the bother of scraping out vanilla bean pods the flavor is also better to my liking too than vanilla beans the price is way way better too and its stores fabulously on the shelf for agesbr br for combined shipping be sure to get their sweet dough flavoring and powdered vanilla too youll be glad you didbr br for more cooking tips  techniques google my name sharonanne
5040,5,enfamil premium lipil formula is the same as the previous flagship mead johnson formulaenfamil lipilexcept that it has prebiotics added in  our son was on enfamil lipil from september september   he was breastfed and formula fed during this time  our daughter who is due in january  will also be breastfed and formula fed for her first year of life  we tried two other formulas with our sonsimilac advance and parents choice  the similac was fine but clumped badly  during the time we experimented with the parents choice formula my son was consistently troubled by colds and the flu  i think the parents choice formula lowered his immunity somehow and will never use it again  i believe that mead johnsons decision to use prebiotics is a good one  our son had colicacid reflux in part because his digestive system was not yet populated with the good bacteria for breaking down milk proteins  he was a lot more comfortable after we started putting a little culturelle a probiotic in his formula in the evening  and since a lot of our immune system is in our digestive tract he had fewer sick days after introducing the culturelle  probiotics and prebiotics will also help infants rebound from the negative effects of antibiotics like amoxicillin quickerbr br regarding the bpa found in formula can liners i talked to an enfamil customer service representative who told me that mead johnson now uses cans that are lined with a modified polyester that is bpa free  similac advance earlyshield comes in a bpafree can also the simplepac containerbr br another concern parents have is the cost of formula  name brand formulas are expensive  but if you think about it you are feeding a human being for about  a week a can usually lasts us  to  weeks   a week is peanuts compared to what a hungry teenager devours  and with name brand formulas you are getting the absolute best product availablebill gates couldnt buy a better formula than whats on the shelves at target or walmartbr br if you are a new parent and feel overwhelmed by the infant formula section of your grocery store as i was in september  i suggest starting with the flagship formula of either mead johnson enfamil premium lipil abbott laboratories similac advance earlyshield or nestle good start gentle plus or good start protect plus  they are all excellent infant formulas  you just have to see what works for you and your baby
5041,4,i wish i found the plastic refill packs instead of  giant metal cans  seems like a lot of wasted packaging  i just didnt know to look for them until much later  but its much cheaper from amazon than the gocery store  probably about the same price as costco but no tax here and super convenient and the formula mixes well my kid loves it and most importantly his poops seem normalnot nasty formula poops if you know what i mean
5042,4,alot of moms like me like this item because our babies have no constapation on it i love it very much
5043,5,no gas for baby no extra bubbles when you shake it in warm or cold water mixes perfectly without much time this is easy  my kid was happy swapping from breast milk to this with no hesitation when my milk dried up at mths
5044,5,we had to move to formula when our baby was  weeks we have found enfamil premium to mix easier than the regular enfamil lipil our baby has had no digestive issues from the formula i love getting it in bulk from amazon as it saves the weekly trip to the store for formula the price with free shipping is comparable with local grocery stores in the austin area
5045,5,our baby loves it and amazon is very reliable and fast free super saver shipping is always a good deal thanks amazon
5046,5,i read other reviews before buying and they are not encoraging but still for some reasons i got  to buy to use my amazon gift card  but then i am very happy with the purchase delivery is prompt quantity is correct  over all a few bucks savings than you buy at a retail shop
5047,1,go to costco and you can buy lower than this  price per oz currently   off regular  tax for big size  ozbr br besides it is more convinient to return if you kid does not like this formulabr br be careful many times some sellers over price a product and still make the product rank in the best sellers
5048,1,be careful when odering this because they say its a  pk but you will only get a  pk plus the formula goes out in  months  so if you did like i did and got it early for grandchildren your out of luck  so i know i will not be buying off of this site again for food for my grandchildren because they wont be able to eat it
5049,1,if one reads this products ingredients they will find that the first ingredient is cows milk then sugar diabetic maker then milk again the fourth ingredient is sunflower oil fifth ingredient is maltodextrin which is starch produced from grain containing the sugars maltose and dextrin with the seventh ingredient being get this tuna fish oil they even feature vitamin d which is animal derived there are four different sugar sources in it and some artificial flavor for good measure if we really think about what we are feeding our babies would we use this product i know i wouldnt know your food sources
5050,5,have tried a few different peanut brittles from amazon and this is by far the best it is loaded with peanuts plus being in a sealed tin makes it seem fresher wit minimal breakage
5051,1,these were rancid upon receipt  terrible  very little sugar if any used  something went wrong with these as i cant believe anyone would see this as a final product  both cans
5052,3,i like that these are organic and dont have corn syrup  my kids and i both like them  id give them  stars but i noticed earlier this year that they changed the recipe  the crackers are lighter and flakier than they used to be and they break more easily  and if you have kids under  you might understand how upsetting broken crackers can be  the taste is still great but i preffered the old texture myself and definitely for my kids who cry when the crackers break while they are eating them  and when you order these in the mail like i did last time dont expect many full graham cracker sheets  most are already broken in two and quite a few are broken at the edges as well
5053,5,i have been buying  new morning graham crackers since february of  never had a problem with damage of the crackers in shipping br why did amazon remove the graham crackers from subscribe and save  why did amazon remove the graham crackers from prime the crackers are a much higher price from a third party seller i will purchase the crackers from whole foods  not fair of amazon to take away the connivence of ordering a case
5054,5,my husband has to limit the amount of sugar he takes in and these contain no sugar and they taste great
5055,4,i rarely want to eat much when i first arise in the morning but i do have coffee  ive found that these cinnamon graham crackers work great for me as a little something to eat along with my coffee  they are graham crackers  not anything superduper amazing  but they are nice cinnamony graham crackers that are organic
5056,5,my children will only eat healthy products and they love these graham crackers  i am so glad that they are available through amazon
5057,3,these crackers are terrific and they are priced right  however i ordered them on  and the expiration date on the box was   we have only eaten four boxes  they still taste fine after the expiration date but am i really expected to consume  boxes in  months
5058,5,these are very good they were a great price and fastfree shipping when you purchase enough food  the only thing is that the box was smaller than i guessed it would be
5059,5,i was quite surprised to find that sociables were available thru amazon i cannot find them in the local supermarkets and thought i would have to give them upbr they arrived quickly in great condition and we now are on regular shipments of them
5060,1,i felt ripped off the photo clearly shows two bones and the price at  plus is indicative of two i thought i was purchasing a bone packaged as two to a pack walmart sells identical big smoked knuckle bones for  ea why doesnt the photo show one bone instead of two if they are just shipping one it wasnt worth the hassle to return the package to make my point of protest so i am doing it here  beartoothjoe
5061,5,wow i heard of this candy but could never find it now i am hooked now i dont have to suck on child lemons with salt just shakey shakey
5062,5,i absolutely love these seven of these sweet very thin graham crisps are only  calories but its easy to eat a lot of them and there are almost  in the package delicious by themselves wonderful with ice cream if they are purchased using amazons addon program there is no shipping chargebr br update  ive seen mixed reviews of this companys products the items ive purchased have not been stale or strange smelling
5063,4,i love the  degree cracked peppercorn wheat and other varieties so i thought i would try the caramel cinnamon and graham as an alternative to cookies or regular graham crackers true  you can have a lot of these crackers for little caloriescarbs but the flavor is bland in terms of satisfaction they dont quite cut it for me as a snack unless i put peanut butter or something on them they would probably be good as part of a fruit and cheese dessert platter along with some peanut butter fruit spread honey or cream cheese
5064,1,is that these are  calories per serving however in all honesty i didnt make it through a full servingbr br i was excited about these they looked like a grown up graham crackerbr br first problem was the smell they smelled like melted plastic and something else id hesitate to even guess what it is but its bad i bravely pulled out one small crisp hoping that maybe it was the packaging that had the  aroma it was not the crisp itself smells horrificbr i figured there was no way it could taste as bad as it smelledbr second problem is that i was very very wrong about that they have a funky chemical taste that just defies description the aftertaste is sort of like a skunkychewing on a plastic pen cap that went thru the washwet cardboard kinda taste seriously it was awfulbr br i tasted these about  minutes ago and after drinking an entire bottle of water and brushing my teeth i can still taste itbr br im glad these were an addon but they are still absolutely terrible their only redeeming quality is that they are cute not one single member of my family will actually eat them though so this was definitely a waste of  had i known they would be this awful id have just got a second bag of a hrefhttpwwwamazoncomgpproductbpoahi im skinny sticks sweet onion multigrain ounceabr only  cent more than these but miles better in taste
5065,5,this soup is good i really love this brand of soupsmy favorite being the chicken and dumplings healthy choice isnt always the best brand when it comes to frozen meals but for some reason they really knocked it out of the park with their soups i love them they taste homemade and amazingly better than campbells or progresso i recommend this the chicken and dumplings the split pea and hamin fact every variety ive tried has been delicious you cant really go wrong with this
5066,5,first i agree with j bishops houston tx reviewbr br this is not only the best flavor of the healthy choice soup line it is clearly among the best canned soup flavors of all timebr br healthy choice is the only brand of canned soup i buy on any regular basis  its the only brand that has never used msga sure sign that a recipe lacks imagination not too mention sodium issuesbr br i really wish i could buy quantities of this in the microwave packaging hard to find in stores a lifetime supply would do nicely
5067,3,if you love vegetable soup you should like this yes it has come chicken and large noodle type items in it toobr but it was not as good as i expected or hoped it would be
5068,3,i enjoyed this soup  it was flavorful with a nice blend of spices  i will buy it again
5069,1,tortilla soup is one of my favorite soups and i like both the tomato and chicken broth varieties although i didnt expect freshly fried tortilla strips or queso fresco in a canned soup i did expect something that resembled all other tortilla soups i have tried that is a light broth with a mix of vegetables corn beans chicken and mexican spices this soup is thick  really thick like the thickest tomato soup youve ever had with a grilled cheese sandwich its also sweet and does not taste in the least like a mexican soup instead imagine straight tomato soup with a bunch of vegetables beans and some chicken thrown inbr br i ended up giving it all away and to be fair one of the people i gave the soup to said her husband really liked itbr br for a canned soup that much more closely resembles real tortilla soup try a hrefhttpwwwamazoncomgpproductbeubicampbells select mexican chicken tortilla ounce cans pack of a
5070,5,first off there is a difference when you drink something out of box versus glass a big differencebr br i was strolling in my local health food store and saw that this product was being packaged in a bottle i snatched that sucker off the shelf faster than you could blinkbr br i had tried this brand visiting a bigger city over a year ago only to find out when i got home that they didnt sell the canned version at my store i was so bummed but not up for ordering cases of this stuff onlinebr br i have tried the other brands this is by far the best it could be because its in a glass im not a high end taste tester but i just know there is a big difference and this stuff is like winebest served when chilled so being in a glass bottle makes all the difference in the world guess you could make that analogy of boxed wined versus bottled ill always take bottle over boxed even if the box is more bang for your buck im a foodie i love savoring food and beveragebr br a lot of people are mentioning its over priced compared to what and if you notice its not amazon selling it its a distributor using amazon as a portal to advertise and sell it the free shipping is really put into the cost of the price of a case they could reduce the price but then it would probably say  for shipping it really would not make a differencebr br but im happy its at my local health food store im not ready to buy this by the case woohoo thanks taste nirvana this really is happiness in a bottle go get your own im not sharing 
5071,5,this brand is a little hard to find in stores as i dont think its carried by any of the major supermarket chains i discovered it at au bon pain and noticed that unlike other brands ive tried this one is not from concentrate and has nothing added its just pure unadultered coconut water so the quality cant get much better the other thing i really like about it is that its a glass container rather than paper or plastic so the taste is not compromised these things alone are worth  stars to me but there are a couple things i would suggest to make it even better first this isnt really pulp the way you would think of it from you experience with fruit juices where theres pulverized very small drinkable pieces floating in the liquid these are chunks of diced coconut that you have to chew up while drinking to me this would be fine if they were all the soft flesh youd expect from a young cocunut but many of the pieces are harder which is unpleasant in a drink second  ounces doesnt go a long way id like to see it bumped up to at least a oz id then feel like im getting an adequate amount for my money and it would last longer and quench better
5072,5,if you like coconut water then you will love taste nirvana it has bits of coconut in it not just a few it has a lot of little bits
5073,5,this is great coconut water and there is no added sugar its all natural and they use ripe coconut not young coconut
5074,4,pretty close to the taste of a freshly opened coconut  id like to know more about the process for obtaining this water to understand what the natural coconut water means  the tasty juicy bits of pulp in the product add an extra complexity and make this a very refreshing beverage  the fresh coconut is jelly like and not so pulpy but its still tasty
5075,4,as far as taste goes this is the best coconut water ive tasted i have not tried all the other brands so i am only comparing this to coconut water ordered at restaurants which i think is usually sweetened so it really isnt a fair comparison vitacoco and amy and brians vitacoco uses brazilian coconuts while taste nirvana and amy and brians use thai coconuts it seems like taste nirvana and amy and brians are naturally sweeter than vitacoco with taste nirvana being the sweetest this is a good sweet though since all of these three brands have no sugars added while ive liked all the coconut water ive tasted vitacoco can have a slightly more salty and less sweet taste while taste nirvana has an amazing taste with just the right amount of sweetness i liked the pulp as well although some of the pieces seem to be from more mature coconuts rather than the young almost gelatin pulps im used to at some restaurantsbr br the only reason i took a star off is due to the price these  oz bottles are not the most economical way to buy taste nirvana in fact at the current price this costs as much as i paid at the coffee shop for individual bottles for the best bargain on this brand buy a hrefhttpwwwamazoncomgpproductbowgtaste nirvana real coconut water with pulp ounce pack of abr br i wanted to try this brand because a lot of people say taste nirvana or amy and brians taste the best and id have to give my vote to taste nirvana hopefully some day i will taste a fresh coconut and maybe that will get my vote but if youre like me and dont have any coconut trees nearby try this out enjoy
5076,5,this is my favorite coconut water having traveled in asia and being able to get someone to climb a tree to harvest a coconut and then open it with a machete nothing i found in the store came close until i found taste nirvana the other brands are mostly from brazilian coconuts whereas this brand uses thailand coconuts and it makes a difference  truly happiness in a bottle its a little pricey but i cant get enough
5077,4,i had coconut trees growing in my backyard in southeast asia and enjoyed drinking coconut water right from the coconut itself taste nirvana real coconut water with pulp is the closest to the real thing that ive found
5078,5,imho there is simply not a better beverage on earth since i need to add  some more words see prior sentence
5079,1,coconut water should not be sweetened actually no sugar should ever be added sweeting things is an american custom which ruins the real flavor of coconut water i lived in jamaica for  years and the bahamas for  and the coconut water from real coconut does not have any added sugar its naturalbr i will stick to buying the brown hard shell coconuts from the supermarket and drink that its more natural and unaltered these boxed caned and packaged coconut water are nasty i am still yet to try a brand one of the many that i have tried that will make me wanna buy it
5080,5,this will ruin supermarket mustard for you high quality and just the right amount of bite so it allows the food to shine through
5081,5,i have tasted one too many different mustards which claim to be spicy but fall short  this spreads easy and is neither too thick nor too thin  it actually does have enough heat to taste without being excessive  this mustard would make a great addition to any sauces marinades salad dressings or just for dipping  i would recommend this product for anyone who is looking for a mustard with some true heat
5082,5,a very tasty little cake the cake was surprisingly moist and the caramel rum sauce was very sweet but not too overpowering well definitely be buying this product again
5083,5,the cake was a little smaller than i thought but it was delicious  my husband and i enjoyed it so much we are ordering more for christmas
5084,5,this tea actually tastes the way a rose smells  its like sipping on roses when you drink it  im glad it can be purchased on amazon because i looked in every regular food store as well as the more unusual stores like trader joes that carry unusual food items and could not find it
5085,1,it says habenero peppers on the ingredients but my guess is they just waved it over the closed bottle smells like molasses and soy sauce taste like molasses and soy sauce absolutely boring
5086,5,great sauce used in many jamaican restaurants to help with the heat of the jerk seasoning most use walkerwood jerk seasoning to make the jerk and pour this on later on the jerk or the rice
